name,age,email,phone,city,state,pincode,orders,order_id,last_order_date,total_spend,customer_type,customer_tenure_days,order_year,order_month,order_day,total_spend_normalized
VAMSHI,40,vamshi95@gmail.com,9755055092,Warangal,Telangana,525938,58,ORD1095,2024-02-27,29000,REGULAR,666,2024,2,Tuesday,0.3767123288
LAVANYA,29,lavanya99@gmail.com,9673984908,Vijayawada,Telangana,505685,64,ORD1099,2024-02-24,32000,REGULAR,669,2024,2,Saturday,0.4178082192
GOUTHAM,41,goutham177@gmail.com,9558593654,Hyderabad,Andhra Pradesh,529497,30,ORD1177,2024-02-24,15000,REGULAR,669,2024,2,Saturday,0.1849315068
KARTHIK,44,karthik59@gmail.com,9606036086,Vijayawada,Andhra Pradesh,514782,55,ORD1059,2024-02-22,27500,REGULAR,671,2024,2,Thursday,0.3561643836
UNKNOWN,32,tarun15@gmail.com,9897421885,Secunderabad,Telangana,500966,66,ORD1015,2024-02-22,33000,REGULAR,671,2024,2,Thursday,0.4315068493
MOUNIKA,27,mounika40@gmail.com,9405025445,Hyderabad,Andhra Pradesh,509316,57,ORD1040,2024-02-21,28500,REGULAR,672,2024,2,Wednesday,0.3698630137
CHANDANA,37,chandana146@gmail.com,9557757963,Guntur,Telangana,509873,71,ORD1146,2024-02-20,35500,REGULAR,673,2024,2,Tuesday,0.46575342470000003
KARTHIK,20,karthik108@gmail.com,9509956019,Hyderabad,Andhra Pradesh,502149,91,ORD1108,2024-02-20,45500,REGULAR,673,2024,2,Tuesday,0.602739726
VAMSHI,34,vamshi154@gmail.com,9880485106,Vijayawada,Telangana,517700,86,ORD1154,2024-02-18,43000,REGULAR,675,2024,2,Sunday,0.5684931507000001
LAVANYA,18,lavanya35@gmail.com,9450194487,Vizag,Andhra Pradesh,526485,9,ORD1035,2024-02-18,4500,REGULAR,675,2024,2,Sunday,0.0410958904
MOUNIKA,43,mounika143@gmail.com,9830668750,Vijayawada,Telangana,511499,9,ORD1143,2024-02-17,4500,REGULAR,676,2024,2,Saturday,0.0410958904
HARSHA,47,harsha49@gmail.com,9838087062,Vizag,Andhra Pradesh,502797,13,ORD1049,2024-02-17,6500,REGULAR,676,2024,2,Saturday,0.0684931507
VAMSHI,28,vamshi119@gmail.com,9817118016,Vizag,Andhra Pradesh,517117,108,ORD1119,2024-02-13,54000,LOYAL,680,2024,2,Tuesday,0.7191780822
TARUN,38,tarun44@gmail.com,9588409631,Vizag,Telangana,510360,100,ORD1044,2024-02-13,50000,REGULAR,680,2024,2,Tuesday,0.6643835616
PRIYA,21,priya57@gmail.com,9468541195,Warangal,Telangana,522429,49,ORD1057,2024-02-12,24500,REGULAR,681,2024,2,Monday,0.3150684932
UNKNOWN,32,nithin5@gmail.com,9796988139,Hyderabad,Andhra Pradesh,511854,56,ORD1005,2024-02-10,28000,REGULAR,683,2024,2,Saturday,0.3630136986
KIRAN,24,kiran165@gmail.com,9992489441,Vijayawada,Telangana,508254,6,ORD1165,2024-02-10,3000,REGULAR,683,2024,2,Saturday,0.0205479452
UNKNOWN,32,arjun8@gmail.com,9727463369,Hyderabad,Andhra Pradesh,520500,142,ORD1008,2024-02-06,71000,LOYAL,687,2024,2,Tuesday,0.9520547945000001
VARUN,32,varun24@gmail.com,9351835779,Secunderabad,Telangana,502802,35,ORD1024,2024-02-02,17500,REGULAR,691,2024,2,Friday,0.2191780822
POOJA,36,pooja94@gmail.com,9852579064,Hyderabad,Telangana,522682,115,ORD1094,2024-02-01,57500,LOYAL,692,2024,2,Thursday,0.7671232877
SANJANA,34,sanjana189@gmail.com,9523703706,Secunderabad,Andhra Pradesh,524152,13,ORD1189,2024-01-31,6500,REGULAR,693,2024,1,Wednesday,0.0684931507
HARINI,28,harini42@gmail.com,9584528668,Warangal,Andhra Pradesh,511507,92,ORD1042,2024-01-30,46000,REGULAR,694,2024,1,Tuesday,0.6095890411
NITHIN,32,nithin33@gmail.com,9548686838,Secunderabad,Andhra Pradesh,507722,131,ORD1033,2024-01-28,65500,LOYAL,696,2024,1,Sunday,0.8767123288
PRIYA,44,priya191@gmail.com,9166004751,Vijayawada,Telangana,526066,36,ORD1191,2024-01-26,18000,REGULAR,698,2024,1,Friday,0.22602739730000002
HARINI,26,harini179@gmail.com,9509758722,Secunderabad,Andhra Pradesh,500897,132,ORD1179,2024-01-25,66000,LOYAL,699,2024,1,Thursday,0.8835616438
DEEPAK,32,deepak43@gmail.com,9857040053,Guntur,Andhra Pradesh,522579,93,ORD1043,2024-01-22,46500,REGULAR,702,2024,1,Monday,0.6164383562
VARUN,42,varun138@gmail.com,9554450021,Vizag,Andhra Pradesh,506747,31,ORD1138,2024-01-22,15500,REGULAR,702,2024,1,Monday,0.1917808219
VARUN,43,varun125@gmail.com,9878114812,Guntur,Telangana,507601,30,ORD1125,2024-01-20,15000,REGULAR,704,2024,1,Saturday,0.1849315068
ANUSHA,31,anusha139@gmail.com,9595677312,Vizag,Telangana,516877,137,ORD1139,2024-01-14,68500,LOYAL,710,2024,1,Sunday,0.9178082192
UNKNOWN,32,divya7@gmail.com,9931637558,Guntur,Telangana,503203,98,ORD1007,2024-01-11,49000,REGULAR,713,2024,1,Thursday,0.6506849315000001
VARUN,19,varun97@gmail.com,9326525580,Guntur,Telangana,506721,147,ORD1097,2024-01-09,73500,LOYAL,715,2024,1,Tuesday,0.9863013699000001
KIRAN,34,kiran194@gmail.com,9658214746,Vijayawada,Andhra Pradesh,524107,114,ORD1194,2024-01-08,57000,LOYAL,716,2024,1,Monday,0.7602739726000001
UNKNOWN,32,neha1@gmail.com,9627605757,Hyderabad,Telangana,503005,146,ORD1001,2024-01-06,73000,LOYAL,718,2024,1,Saturday,0.9794520548000001
HARINI,32,harini27@gmail.com,9876475584,Vizag,Andhra Pradesh,508593,133,ORD1027,2024-01-03,66500,LOYAL,721,2024,1,Wednesday,0.8904109589
MOUNIKA,47,mounika58@gmail.com,9360236725,Secunderabad,Andhra Pradesh,515278,146,ORD1058,2024-01-03,73000,LOYAL,721,2024,1,Wednesday,0.9794520548000001
